Id,y,x1,x2,x3,x4,x5,X^2,,,,,expo^x,,,,,cos(x),,,,,const
193,-8.1459362988,-0.0748049827,0.0122319836,1.5692596145,0.6904290244,0.7966721084,0.0055957854,0.0001496214,2.4625757378,0.4766922377,0.6346864482,0.92792443,1.0123071003,4.8030907384,1.9945710693,2.2181468796,0.9972034117,0.9999251902,0.0015367117,0.7709728541,0.6990901303,1
194,-17.0253962621,-0.6579260925,0.9688826386,0.2255816636,1.3891453157,2.0140601549,0.4328667432,0.9387335673,0.0508870869,1.9297247081,4.0564383076,0.5179243486,2.6349985681,1.2530513586,4.0114200896,7.4936811712,0.7912620793,0.5662208736,0.9746641693,0.1806536656,-0.4288901451,1
195,-12.6031407463,-0.306765776,-0.4063031304,-0.8640449911,-0.1435795117,-0.382025449,0.0941052413,0.1650822338,0.7465737466,0.0206150762,0.1459434436,0.7358229281,0.6661082191,0.4214538527,0.8662519203,0.6824776846,0.9533152153,0.9185881591,0.6493666725,0.9897101573,0.9279114507,1
196,-3.2670297126,0.3595043996,-0.1445668169,-0.3615992808,1.0645851361,-0.9378802312,0.1292434133,0.0208995646,0.1307540399,1.1333415121,0.879619328,1.4326192319,0.8653970873,0.6965614375,2.8996357804,0.3914567543,0.936071296,0.9895684047,0.9353322416,0.4848670884,0.5914985352,1
197,7.1101407341,0.4331079532,-0.4059417272,0.7243685049,1.3852615467,-0.3030982534,0.1875824991,0.1647886859,0.5247097308,1.9189495528,0.0918685512,1.5420426801,0.6663489963,2.0634276439,3.9958708751,0.73852653,0.9076657468,0.9187309315,0.7489180395,0.1844721619,0.9544163089,1
198,-14.9979668073,0.4410329073,0.1787928657,-0.7994223995,0.2407875097,0.2891205053,0.1945100253,0.0319668888,0.6390761729,0.0579786248,0.0835906666,1.5543118497,1.1957730329,0.4495885717,1.2722506657,1.3352526238,0.9043112247,0.9840590887,0.6971209383,0.9711504805,0.9584949983,1
199,-5.7387868764,0.4128708204,-0.1983988968,0.0941923003,-1.1476109448,-0.3581140755,0.1704623144,0.0393621223,0.0088721894,1.3170108807,0.1282456911,1.5111498037,0.8200426755,1.0987710196,0.3173941364,0.6989933325,0.9159727093,0.9803834116,0.9955671841,0.4106669165,0.9365595215,1
200,-3.2800696219,0.5559626797,0.8924738873,-0.4223148241,0.1047140294,0.2280533251,0.3090945012,0.7965096396,0.1783498107,0.010965028,0.0520083191,1.7436187234,2.4411613455,0.655527631,1.1103930252,1.2561523081,0.8493927689,0.6274877145,0.9121426011,0.9945224938,0.974108348,1
201,-24.6574462139,0.2014799467,0.5407735853,-1.8180776304,-0.0493240701,0.2390336012,0.0405941689,0.2924360706,3.3054062701,0.0024328639,0.0571370625,1.2232117074,1.7173348535,0.1623375239,0.9518726062,1.2700212102,0.9797714846,0.8573106967,-0.2447688695,0.9987838146,0.9715672368,1
202,-13.3963537071,-1.000330349,1.673985707,0.1615592672,1.563404745,-0.7905230218,1.000660807,2.8022281473,0.0261013968,2.4442343968,0.624926648,0.3677579327,5.3333827919,1.1753421154,4.7750514323,0.4536074866,0.5400242973,-0.1030063501,0.9869776637,0.0073915145,0.7034736891,1
203,0.5749895537,-0.9073001215,0.224252221,-1.6786883628,0.2149655906,0.097219232,0.8231935105,0.0502890586,2.8179946195,0.0462102052,0.0094515791,0.4036124589,1.2513866056,0.1866185915,1.2398192348,1.1021019632,0.6158750742,0.9749606688,-0.1076828348,0.9769837348,0.9952779315,1
204,-1.9971324279,1.0156652815,0.7010413412,-0.4174773499,-1.0974966548,1.7123052213,1.0315759641,0.491458962,0.1742873377,1.2044989072,2.931989171,2.7611997617,2.0158508033,0.6587064115,0.3337054188,5.5417216595,0.5270546711,0.7641709223,0.9141146708,0.4558256975,-0.1410370867,1
205,6.3303802955,-0.7921150206,-1.0455245571,-1.0848560595,1.1173053155,-0.5189002044,0.6274462058,1.0931215994,1.1769126698,1.2483711681,0.2692574222,0.4528859186,0.3515073853,0.3379504272,3.0566065058,0.5951747587,0.7023413307,0.501448155,0.4670399842,0.4381063482,0.8683651213,1
206,-13.5658675509,-0.7537044662,0.1376898259,-0.2069447106,-0.6780954608,0.753991467,0.5680704223,0.0189584882,0.0428261132,0.4598134539,0.5685031323,0.470619924,1.1476195332,0.8130646026,0.5075827837,2.1254668386,0.7291587464,0.9905357225,0.9786632542,0.7787688688,0.7289623089,1
207,11.7714083264,1.0653154921,0.9853175089,0.7669196697,0.4026255311,-1.775888,1.1348970977,0.9708505934,0.5881657797,0.1621073183,3.1537781884,2.9017543202,2.6786622486,2.1531236962,1.4957466762,0.169333015,0.4842281986,0.5525985152,0.7200515868,0.9200353906,-0.2036569127,1
208,7.4171518966,1.6692508064,0.3019892104,0.6081564276,1.1149623229,1.4333525029,2.7863982546,0.0911974832,0.3698542404,1.2431409816,2.0544993975,5.3081894454,1.3525466331,1.8370415559,3.0494532826,4.192731802,-0.0982954988,0.9547467475,0.820702747,0.440211314,0.1370114951,1
209,-17.0212581622,0.4183980113,0.4355461593,-0.5992242775,0.0330897511,-0.8541612608,0.1750568959,0.1897004569,0.3590697347,0.0010949316,0.7295914595,1.5195253423,1.5458070854,0.5492375268,1.0336433057,0.4256400424,0.913740996,0.9066397498,0.8257733724,0.9994525841,0.656851167,1
210,-1.1774950151,-0.7199405321,-0.8935744023,-0.156023891,1.0490931879,3.1709747733,0.5183143698,0.7984752125,0.0243434546,1.1005965169,10.0550810128,0.4867812029,0.4091905241,0.8555387505,2.8550609401,23.8307025707,0.75184494,0.6266304446,0.9878529445,0.4983574331,-0.9995683766,1
211,5.0139781579,0.1894996375,-1.3484130878,1.2649833299,-0.3007838765,-0.660608594,0.0359101126,1.8182178552,1.6001828248,0.0904709403,0.4364037144,1.2086446859,0.2596519788,3.5430336727,0.7402377382,0.5165368776,0.9820986101,0.220554798,0.3010685505,0.9551045443,0.789618946,1
212,2.016373831,0.2098494779,-1.2406245996,0.222463164,-0.0883755232,0.0983779068,0.0440368034,1.539149397,0.0494898593,0.0078102331,0.0096782125,1.2334923781,0.2892035251,1.2491498051,0.9154170518,1.103379681,0.9780622815,0.3242054849,0.9753569541,0.9960974244,0.9951647953,1
213,3.3409817822,0.3814162542,0.0674922572,0.0163380841,0.284314519,0.4154006262,0.145478359,0.0045552048,0.000266933,0.0808347457,0.1725576802,1.4643570233,1.0698219762,1.0164722805,1.3288508139,1.5149775588,0.9281383867,0.9977232621,0.9998665365,0.9598541553,0.9149547186,1
214,1.350918426,-1.0314824603,-1.4299912587,-0.0616380522,-1.4327354899,0.0875314709,1.0639560659,2.0448749999,0.0037992495,2.0527309841,0.0076617584,0.356478104,0.2393110141,0.9402231369,0.2386551896,1.0914766137,0.513547368,0.1403402607,0.9981009766,0.1376226631,0.9961715661,1
215,-1.3419304785,0.9387468757,0.6071116719,-1.0481704068,-0.860262452,0.328301295,0.8812456966,0.3685845822,1.0986612017,0.7400514862,0.1077817403,2.5567754525,1.8351232985,0.3505785789,0.4230510372,1.3886072897,0.5907995324,0.8212992258,0.4991572458,0.6522385484,0.9465914318,1
216,-9.8250219442,-0.4012978051,-0.3166552951,0.5969064812,-0.9872866935,-0.4012347099,0.1610399284,0.1002705759,0.3562973474,0.9747350151,0.1609892924,0.6694506655,0.7285818576,1.8164907514,0.3725862615,0.669492906,0.9205548294,0.9502822389,0.827078395,0.5509562328,0.9205794734,1
217,-6.0530856061,-0.8000824761,-1.043129498,-0.8570781887,0.6774621693,0.0518203895,0.6401319685,1.0881191497,0.7345830215,0.4589549909,0.0026853528,0.4492919068,0.3523502752,0.4244002901,1.9688747159,1.0531865621,0.6966475423,0.5035188904,0.6546489531,0.7791659832,0.9986576241,1
218,-16.0486472532,-0.8791606288,-0.2311016076,-1.6388073071,-0.7333128076,2.1495745349,0.7729234113,0.053407953,2.6856893899,0.5377476738,4.6206706809,0.4151312147,0.7936588202,0.1942115389,0.4803151598,8.5812066162,0.6377978557,0.9734146625,-0.0679585617,0.7429611066,-0.5470015447,1
219,8.0429641387,-0.0902438497,0.731658927,-0.0654883751,0.3481692352,0.6632580897,0.0081439524,0.5353247855,0.0042887273,0.1212218164,0.4399112935,0.9137083506,2.0785258719,0.9366099347,1.4164719464,1.9411063416,0.9959307865,0.7440670894,0.9978564026,0.9399989035,0.7879904524,1
220,-13.8247611544,-1.1046165975,-0.0309362573,1.5788651944,-0.7955005501,-0.5664398537,1.2201778275,0.000957052,2.4928153021,0.6328211251,0.3208541079,0.3313378937,0.9695373721,4.8494495052,0.4513552525,0.5675423802,0.4494769566,0.9995215122,-0.0080687801,0.6999273539,0.8438168047,1
221,5.863139795,-0.3076912774,0.2690240732,0.5249178636,1.2674116548,0.4994982335,0.0946739222,0.0723739519,0.2755387636,1.6063323028,0.2494984852,0.735142238,1.3086866449,1.690320006,3.5516477645,1.6478942051,0.953035327,0.9640307477,0.8653651065,0.2987520084,0.8778230111,1
222,-4.8920835206,-0.0620531258,1.2591671296,0.7041110221,-1.4956795163,2.5263682404,0.0038505904,1.5855018603,0.4957723315,2.2370572154,6.3825364859,0.9398329561,3.5224864906,2.0220483295,0.2240962759,12.5079975079,0.9980753225,0.3066097701,0.7621873385,0.0750461889,-0.8166439492,1
223,10.0341316839,1.7699213882,-0.1682142228,0.3779101017,1.32435875,-0.1722007927,3.1326217204,0.0282960247,0.142816045,1.7539260987,0.029653113,5.8703918612,0.84517276,1.4592317546,3.759773627,0.8418101269,-0.1978117568,0.9858853172,0.929437793,0.2439507206,0.9852100451,1
224,-4.4506373293,0.7303517904,1.1045784736,-1.0148259077,-0.6023318536,0.9214083978,0.5334137377,1.2200936043,1.029871623,0.3628036618,0.8489934356,2.0758107295,3.0179520541,0.3624655268,0.5475333786,2.5128269589,0.7449397579,0.4495110121,0.5277678115,0.8240167086,0.6046990326,1
225,10.2096296567,0.4608144771,0.9237965603,-0.1325680147,-0.289005211,-1.9986394756,0.2123499823,0.8534000848,0.0175742785,0.083524012,3.9945597534,1.5853647026,2.5188351694,0.8758433619,0.7490083023,0.1355195355,0.8956906148,0.6027952483,0.9912257222,0.9585278635,-0.4149093304,1
226,-7.1903574674,-1.1460004265,0.0470660947,0.8245572196,0.5311783665,-0.128241974,1.3133169776,0.0022152173,0.6798946083,0.2821504571,0.0164460039,0.3179057173,1.0481912866,2.2808706168,1.7009354536,0.8796405032,0.4121348304,0.9988925958,0.6788821425,0.8622107681,0.9917882615,1
227,-14.8790288502,-0.2717715665,0.2171796326,0.0782111811,1.4045455149,0.1464407705,0.0738597844,0.0471669928,0.0061169888,1.9727481035,0.0214448993,0.762028314,1.2425672877,1.0813509954,4.0736748961,1.1577063584,0.9632968518,0.9765090548,0.9969430643,0.165486026,0.9892966985,1
228,-14.5618025416,-1.4812459622,-1.272558135,1.518759337,-1.1711604615,0.764497453,2.1940896005,1.619404207,2.3066299236,1.3716168265,0.5844563557,0.2273542371,0.2801141347,4.5665561218,0.3100069813,2.1479146754,0.0894307245,0.2938366292,0.0520135083,0.3890829263,0.7217302987,1
229,5.4750717035,-0.2683727352,-0.1697582939,-0.1341327828,1.2213849595,-0.1928418285,0.072023925,0.0288178783,0.0179916034,1.4917812192,0.0371879708,0.7646227262,0.8438687602,0.8744739418,3.3918821013,0.824612394,0.9642036628,0.9856256305,0.9910176776,0.3423448026,0.9814635659,1
230,4.9676546901,-0.0333192828,-1.5308034974,0.2066905117,0.531042507,0.2391455807,0.0011101746,2.3433593477,0.0427209676,0.2820061442,0.0571906087,0.9672296904,0.2163617514,1.2296019655,1.7007043809,1.2701634343,0.999444964,0.0399821693,0.978715453,0.8622795797,0.971540718,1
231,-1.8581898914,1.3978962611,0.0551713548,0.2989774561,1.6485040103,-1.5500141894,1.9541139568,0.0030438784,0.0893875193,2.7175654719,2.4025439872,4.0466778522,1.0567216735,1.3484792232,5.1991960625,0.2122449622,0.1720398942,0.9984784468,0.955638172,-0.077629501,0.0207806415,1
232,-22.6659010877,-0.4558253478,1.426158752,0.9361291483,0.6783800988,0.8326507395,0.2077767477,2.033928786,0.8763377823,0.4601995585,0.6933072539,0.6339245437,4.1626785614,2.5500912639,1.9706828338,2.2994057948,0.897898013,0.1441337983,0.5929095363,0.7785902806,0.6729173276,1
233,4.5424745053,0.3270662091,1.6315974275,0.3777591697,0.2398671059,0.1589586741,0.1069723051,2.6621101655,0.1427019903,0.0575362285,0.0252678601,1.3868932991,5.112034304,1.4590115264,1.27108022,1.1722894998,0.9469889453,-0.0607636463,0.9294934731,0.9713695556,0.9873926503,1
234,-20.45123483,0.1928639556,-1.1570172808,0.7706730545,-0.1304397338,1.8219150979,0.0371965054,1.3386889881,0.5939369569,0.0170145241,3.3193746238,1.2127177988,0.314422618,2.1612203834,0.8777093876,6.183689488,0.9814593251,0.4020723152,0.7174419701,0.9915047933,-0.2484877954,1
235,-9.8029514434,-0.0756504706,0.4209182842,0.2466021863,-0.6255570351,0.9921368285,0.0057229937,0.177172202,0.0608126383,0.3913216042,0.9843354865,0.9271402127,1.5233597907,1.2796699412,0.5349633521,2.6969913274,0.9971398676,0.9127141154,0.9697474596,0.810637074,0.5469021651,1
236,11.7334236967,1.9050636406,-0.0147772197,-0.3004787856,-0.3550287311,-1.8923618933,3.6292674746,0.0002183662,0.0902875006,0.1260453999,3.5810335353,6.7198352681,0.9853314276,0.7404636125,0.701153298,0.1507154144,-0.3280771253,0.9998908189,0.9551948888,0.9376365018,-0.3160522657,1
237,8.4990591893,-0.1778131437,0.250998116,1.0547579252,0.9600477411,-0.4164990824,0.0316175141,0.0630000542,1.1125142807,0.9216916653,0.1734714857,0.8370988261,1.2853076628,2.8712800052,2.6118211618,0.6593511178,0.9842328519,0.9686650013,0.4934382967,0.5734808763,0.9145108775,1
238,-9.6771667109,-0.2768229948,1.1239053056,-0.1734638971,-0.5100295398,1.3925184494,0.0766309704,1.263163136,0.0300897236,0.2601301314,1.939107632,0.7581886886,3.0768467978,0.8407475041,0.6004778406,4.0249739928,0.96192857,0.4321639655,0.984992825,0.8727300866,0.1773350093,1
239,-8.3838957116,1.0375856671,0.0187917918,-0.5937774478,-2.0118803192,0.5897036056,1.0765840165,0.0003531314,0.3525716575,4.047662419,0.3477503424,2.8223945816,1.0189694687,0.5522372923,0.1337369699,1.8034538025,0.5083009108,0.9998234395,0.828833131,-0.4269199586,0.8311055449,1
240,-2.6199088903,-0.8963697226,-1.9627320091,1.5848205273,0.647967791,-1.1390081931,0.8034786795,3.8523169397,2.5116561039,0.4198622582,1.297339664,0.4080483027,0.1404741196,4.8784157577,1.9116520025,0.3201363779,0.62444956,-0.3819780319,-0.0140237408,0.7973120191,0.4184954874,1
241,8.3301227573,-1.214401383,0.8709617822,-0.8779706165,1.2961498675,0.6164593126,1.4747707189,0.758574426,0.7708324035,1.6800044791,0.3800220841,0.2968876831,2.3892076462,0.41562552,3.6551965504,1.8523577973,0.3488979908,0.6440911312,0.6387139558,0.2712066635,0.8159306146,1
242,-4.998393328,0.5365965206,0.4046954556,0.191450872,0.8805111992,-0.4540803625,0.2879358259,0.1637784118,0.0366534364,0.7752999719,0.2061889756,1.7101763957,1.4988459654,1.2110053374,2.4121324714,0.6350316985,0.8594535616,0.9192223507,0.9817291916,0.6367570599,0.8986647943,1
243,-7.2288896874,0.0859519734,0.7519465877,0.5629897186,-1.1949868053,-0.5004096673,0.0073877417,0.5654236707,0.3169574232,1.4279934648,0.2504098351,1.0897539899,2.1211249562,1.7559143503,0.3027079483,0.6062822348,0.9963084027,0.7303606138,0.8456632296,0.3670256749,0.8773860833,1
244,-7.2291402598,0.2528035054,-0.408014709,1.774658561,-0.3931531948,-0.1622184476,0.0639096124,0.1664760028,3.149413008,0.1545694345,0.0263148247,1.2876302396,0.6649690977,5.898266894,0.6749253446,0.850255448,0.9682150166,0.9179103704,-0.2024530863,0.9237056557,0.9868714153,1
245,-4.457718052,0.7694301782,0.3305327432,-0.1452744572,-0.7564935289,0.3015140574,0.5920227991,0.1092518944,0.0211046679,0.5722824592,0.0909107268,2.1585359224,1.3917093547,0.8647849141,0.4693091643,1.3519041193,0.7183072261,0.9458695776,0.9894662116,0.7272472329,0.9548879597,1
246,-5.106648931,1.0390964404,0.4790952241,-0.7781835215,1.736774957,-1.44657789,1.0797214124,0.2295322338,0.6055695931,3.0163872512,2.0925875919,2.8266618027,1.6146128783,0.4592394527,5.6789988419,0.2353743885,0.5069992841,0.8874123663,0.7121898564,-0.165217591,0.1238992302,1
247,-12.7407145204,-1.5826856418,0.9605572245,0.2258404786,-0.5494985463,-1.0985707276,2.5048938408,0.9226701815,0.0510039218,0.3019486524,1.2068576434,0.205422665,2.6131521801,1.2533757091,0.5772391965,0.3333471873,-0.0118890349,0.5730634235,0.9746062467,0.8527865183,0.4548694358,1
248,-11.3511812672,2.3207998393,0.1170908722,0.5342011708,0.3178850972,0.4348079577,5.386111894,0.0137102723,0.2853708909,0.101050935,0.1890579601,10.1838164659,1.1242215855,1.7060848275,1.3742183507,1.5446663892,-0.6816413301,0.9931526924,0.8606756306,0.9498985724,0.9069509542,1
249,-4.2595903417,0.5400944605,0.7324240098,-0.3752224008,-0.2916419864,-1.7410228084,0.2917020263,0.5364449301,0.14079185,0.0850550482,3.0311604192,1.7161689647,2.0801167246,0.6871364421,0.7470359372,0.1753409687,0.857660112,0.7435557162,0.9304261396,0.9577730543,-0.1694055615,1
250,-24.2926399156,-0.7803044065,0.2711127964,1.0450233755,0.5990395264,-0.3406923439,0.6088749668,0.0735021484,1.0920738553,0.3588483542,0.1160712732,0.4582664908,1.3114229859,2.8434649903,1.8203695435,0.7112777035,0.7106994223,0.9634734819,0.5018817081,0.8258775583,0.9425235519,1
251,3.7537280643,-1.2631729121,-2.7773591454,1.1517339748,-0.5892289865,-0.4484650062,1.5956058058,7.7137238227,1.3264911487,0.3471907985,0.2011208618,0.2827554435,0.0622025586,3.1636738871,0.5547548434,0.6386076585,0.3027944751,-0.9343970855,0.4069041179,0.8313693939,0.9011137107,1
252,-9.1816358248,0.1315739679,-1.4055600474,-0.3497821801,2.0234719498,0.5053869386,0.017311709,1.9755990468,0.1223475735,4.0944387315,0.2554159577,1.140622274,0.2452296777,0.7048416015,7.5645431069,1.6576267961,0.9913566256,0.1644853967,0.9394473805,-0.4373732312,0.8749872052,1
253,0.2621837895,0.3592491565,-1.582494478,2.2436018946,-1.4227949086,1.9223247554,0.1290599565,2.5042887728,5.0337494614,2.024345352,3.6953324654,1.4322536124,0.2054619382,9.4272260826,0.2410393915,6.8368339758,0.9361610627,-0.0116978844,-0.623182605,0.1474616954,-0.3443331705,1
254,1.8197945754,-2.1150560152,1.4053654387,1.618054269,-0.8244091213,0.4225803723,4.4734619474,1.9750520164,2.6180996174,0.6796503993,0.178574171,0.1206265324,4.0770163687,5.0432679211,0.4384940127,1.5258938542,-0.5177848878,0.1646773516,-0.0472403539,0.6789908758,0.9120337279,1
255,-14.7581839863,0.5474805721,-0.8137944832,-1.4491176107,-1.3177173431,0.54100822,0.2997349768,0.6622614609,2.0999418497,1.7363789964,0.2926898941,1.7288917082,0.4431732583,0.2347773617,0.2677457767,1.717737847,0.8538386877,0.6867451803,0.1213786816,0.2503860473,0.8571898833,1
256,-2.0647941799,-0.0851156025,-0.5643010333,0.9667680112,0.5080679094,-0.7554627264,0.0072446658,0.3184356562,0.9346403874,0.2581330006,0.5707239309,0.9184061082,0.5687575504,2.6294324151,1.6620768077,0.4697931787,0.9963798535,0.8449626319,0.5679625954,0.8736860808,0.7279543641,1
257,-13.2285385715,-1.201201519,0.5232617387,-0.5375833686,0.0992048625,1.5762989726,1.4428850893,0.2738028472,0.2889958782,0.0098416047,2.4847184511,0.3008325387,1.6875229416,0.5841582432,1.1042925045,4.8370206965,0.3612376305,0.866193873,0.8589486528,0.995083232,-0.0055026181,1
258,-5.0851913617,0.5023282401,-0.8622669998,0.1606611898,-0.9526449528,1.6085221559,0.2523336608,0.7435043789,0.0258120179,0.9075324061,2.5873435262,1.6525643617,0.4222038605,1.174287041,0.3857194633,4.9954233135,0.8764639666,0.6507177642,0.987121728,0.5795296117,-0.037716881,1
259,-10.2885432556,-0.5615787496,0.207270747,0.3077325747,0.1592504684,-1.9585489551,0.315370692,0.0429611626,0.0946993375,0.0253607117,3.8359140097,0.5703079792,1.2303156309,1.3603371517,1.172631617,0.1410629612,0.8464154455,0.9785962112,0.9530228189,0.9873464201,-0.3781088424,1
260,-16.9959799817,-1.446421064,-0.4523502756,0.3194318333,-0.1377792143,-0.9571474732,2.0921338943,0.2046207718,0.1020366961,0.0189831119,0.9161312854,0.2354113042,0.6361313094,1.3763455485,0.8712910391,0.3839866575,0.1240548463,0.8994223275,0.9494139911,0.9905234495,0.5758544155,1
261,-1.4420830008,-1.3484243191,-0.4015575445,-0.4684760447,0.5128364576,-0.3263184622,1.8182481444,0.1612484615,0.2194698044,0.2630012322,0.1064837387,0.2596490626,0.6692768054,0.6259554699,1.6700214282,0.7215753564,0.2205438432,0.9204533406,0.8922574311,0.8713563046,0.9472289063,1
262,-12.4416513289,0.6027076564,-0.5946497697,-0.2559576692,-0.3480463796,-0.7823669669,0.3632565191,0.3536083486,0.0655143284,0.1211362824,0.6120980709,1.8270591575,0.5517557736,0.7741747395,0.7060661284,0.4573222626,0.8238037335,0.8283447552,0.9674212843,0.9400408119,0.709246909,1
263,0.8816483165,0.6251186564,-0.8135959971,-0.52164151,-0.0731196459,-1.297379656,0.3907733346,0.6619384465,0.2721098649,0.0053464826,1.6831939717,1.86846765,0.4432612307,0.5935454371,0.9294896137,0.2732468565,0.8108936882,0.686889446,0.8670023772,0.9973279495,0.2700227613,1
264,-12.4316419681,-0.3249349583,-0.7113063597,-0.3881541925,-0.0599280027,-0.7999136231,0.1055827271,0.5059567374,0.1506636771,0.0035913655,0.6398618045,0.7225743496,0.4910023526,0.6783077452,0.9418323406,0.4493677774,0.9476714928,0.7575096997,0.9256092385,0.9982048546,0.6967686697,1
265,18.6112447299,-0.2200757798,1.3086687524,-0.0257985583,1.145262173,0.346494442,0.0484333489,1.7126139034,0.0006655656,1.3116254449,0.1200583983,0.8024579855,3.7012431598,0.9745313811,3.1432653282,1.4141016342,0.9758809091,0.2591360351,0.9996672357,0.4128073577,0.9405689866,1
266,-2.1178232637,0.7741606098,-0.7744589688,0.1049071651,0.1339129226,-0.6126257389,0.5993246498,0.5997866943,0.0110055133,0.0179326708,0.3753102959,2.1687709179,0.4609531036,1.1106075024,1.1432932603,0.541926043,0.7150081171,0.7147994977,0.9945022882,0.9910470558,0.8181409937,1
267,2.6213369883,-0.8228283243,-1.4902653879,1.496139637,-0.9724028894,1.3462210732,0.6770464513,2.2208909264,2.2384338133,0.9455673792,1.812311178,0.4391877309,0.2253128523,4.4644214745,0.378173237,3.84287611,0.6801505638,0.0804439235,0.0745873578,0.563315792,0.2226923017,1
268,-9.7772077906,-0.4674931737,-0.8624932997,0.6225191403,-0.6311919417,0.5684589189,0.2185498674,0.7438946921,0.38753008,0.3984032673,0.3231455425,0.6265710059,0.4221083266,1.8636168458,0.5319573608,1.7655441072,0.8927007929,0.6505459135,0.8124121667,0.8073247083,0.8427315918,1
269,-4.3324326884,-0.3328117649,0.4804244961,-0.9681860639,0.831351058,0.4879726827,0.1107636708,0.2308076965,0.9373842543,0.6911445816,0.238117339,0.7169051282,1.6167605651,0.3797712945,2.2964192409,1.6290103491,0.9451274722,0.8867988194,0.5667948903,0.6738781564,0.8832851528,1
270,-4.6641301506,-0.9196506901,2.642935721,0.5401230264,2.2904670705,1.6002678187,0.8457573917,6.9851092254,0.2917328836,5.2462394012,2.5608570917,0.3986582721,14.0544029093,1.7162179893,9.8795510509,4.954359117,0.6060980312,-0.878225671,0.8576454226,-0.6591370995,-0.0294672258,1
271,-17.0329644391,-0.1888347802,-0.4122717546,-0.4034591834,-1.8300285504,-0.6958351193,0.0356585742,0.1699679996,0.1627793127,3.3490044954,0.4841865133,0.8279232847,0.6621443108,0.6680052919,0.160408988,0.4986578352,0.9822236305,0.9162129145,0.9197084165,-0.2563385048,0.7675186358,1
272,-6.2811960575,0.246766024,1.5259575609,-0.772771883,0.8820565994,-1.2525933415,0.0608934706,2.3285464776,0.5971763831,0.7780238445,1.5689900792,1.2798796166,4.5995458064,0.4617314274,2.4158630633,0.2857627547,0.9697074521,0.0448237426,0.7159783087,0.6355646968,0.3128602636,1
273,5.1153960879,-0.5863200252,-0.4576405943,0.3718110815,0.4573096467,0.9623417448,0.343771172,0.2094349135,0.1382434803,0.209132113,0.9261016338,0.5563709532,0.6327748582,1.4503589558,1.579817994,2.6178195667,0.8329824426,0.8970974562,0.9316709019,0.8972436305,0.5716000777,1
274,4.4051299865,0.7708369604,0.2431682154,0.3903649435,1.5885306911,-0.5109261812,0.5941896195,0.059130781,0.1523847891,2.5234297566,0.2610455627,2.1615746493,1.2752831283,1.4775199068,4.8965490971,0.5999396686,0.7173277806,0.970580008,0.924770251,-0.0177334347,0.8722919928,1
275,2.8556101102,0.7747283191,-1.8081439265,0.4113342429,-0.4832495425,0.0025711824,0.6002039684,3.2693844589,0.1691958594,0.2335301203,0.000006611,2.1700024988,0.163958173,1.5088295879,0.6167758924,1.0025744908,0.7146111072,-0.2351254162,0.916588165,0.8854896713,0.9999966945,1
276,0.5406843952,1.0400862451,0.1646438095,0.8851875412,1.4737648151,0.3890939689,1.0817793971,0.027107584,0.7835569831,2.1719827303,0.1513941166,2.8294610308,1.1789731049,2.4234388435,4.3656400687,1.4756432093,0.5061458773,0.9864767979,0.6331443494,0.0968793229,0.9252531427,1
277,5.6748728659,1.1710410646,-0.3265609777,-0.0082098823,-0.5226194164,1.0429775946,1.371337175,0.1066420721,6.74021668809231E-05,0.2731310544,1.0878022629,3.2253486877,0.7214003844,0.9918237268,0.5929652889,2.8376538303,0.3891929122,0.9471511382,0.9999662991,0.866514668,0.5036501267,1
278,-2.7501406876,0.4140913538,-0.5072344619,0.1546688336,1.0415683888,-0.039267991,0.1714716493,0.2572867993,0.0239224481,1.0848647086,0.0015419751,1.5129953384,0.6021585707,1.1672713361,2.8336578082,0.9614930031,0.9154822997,0.8740912412,0.9880626021,0.50486705,0.9992291115,1
279,2.7283683288,-0.9489328108,0.1319117558,-1.9805655911,0.7687706444,-0.4213275873,0.9004734795,0.0174007113,3.9226400605,0.5910083037,0.1775169358,0.3871539696,1.1410076275,0.1379911687,2.1571127644,0.6561751115,0.5825508263,0.9913122531,-0.3983977048,0.7187659247,0.9125467982,1
280,-10.5039592125,-0.4693107363,0.8756956788,-1.3651628772,1.9470986428,-0.4802420417,0.2202525672,0.7668429218,1.8636696814,3.7911931249,0.2306324187,0.6254332082,2.4005447212,0.2553390837,7.0083244021,0.6186336385,0.8918802345,0.6404627394,0.2041873048,-0.3674840331,0.886883127,1
281,-6.2028002617,-0.5232509434,1.0212247432,0.7086952731,2.4512297191,-0.2112059836,0.2737915498,1.0428999761,0.5022489901,6.0085271357,0.0446079675,0.5925909336,2.776593296,2.031339186,11.6026058958,0.8096072839,0.8661992675,0.5223219455,0.7592116953,-0.7710149429,0.9777788043,1
282,-8.8437149017,-0.1204066387,-1.47931598,-0.3321022773,-0.7214312956,-0.4487670131,0.0144977586,2.1883757686,0.1102919226,0.5204631142,0.2013918321,0.8865598539,0.2277934504,0.7174139439,0.486056068,0.6384148237,0.9927598742,0.0913528057,0.9453590252,0.750861185,0.9009827246,1
283,-19.2639749719,-1.7441877566,1.6606075599,-1.4166034824,-2.8022027984,-1.1884244216,3.0421909301,2.757617468,2.0067654264,7.8523405233,1.4123526058,0.1747869008,5.2625071617,0.2425363986,0.0606762577,0.3047009663,-0.1725239112,-0.0896905447,0.15358257,-0.9429579654,0.3731221285,1
